Country,Year,ISO3166_alpha3,ISO3166_numeric,Region,SubRegion,OPEC,EU,OECD,CIS,Var,Value
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,oilprod_ngl_kbd,29.34246575
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,pop,14.771147
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,refcap_kbd,116.2758904
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,ren_power_ej,0.0027072
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,renewables_ej,0.0027072
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,solar_ej,0
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,tes_ej,0.186404481
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,tes_gj_pc,12.61949942
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,wind_ej,0
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,biogeo_ej,0
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,co2_combust_mtco2,12.97369551
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,co2_combust_pc,0.014013423
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,co2_combust_per_ej,138.0668396
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,coalcons_ej,0.000795492
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,gascons_bcfd,0.200030956
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,gascons_bcm,2.06745
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,gascons_ej,0.074428201
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,gasprod_bcfd,0.483408144
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,gasprod_bcm,4.9963375
